Date,TYO,F,GM,HMC,STLA
2019-11-08,11.18,9.04,38.67,28.91,16.19
2019-11-11,11.14,9.08,38.72,29.19,16.11
2019-11-12,11.11,9.04,38.59,29.22,16.06
2019-11-13,11.04,8.81,37.19,29.28,15.9
2019-11-14,10.89,8.79,36.8,28.84,15.98
2019-11-15,10.91,8.95,36.89,29.0,16.03
2019-11-18,10.86,8.95,36.62,28.83,15.65
2019-11-19,10.8,8.9,36.38,28.74,15.58
2019-11-20,10.68,8.73,35.28,28.42,15.0
2019-11-21,10.76,8.71,34.67,28.44,14.92
2019-11-22,10.77,8.89,35.33,28.54,14.8
2019-11-25,10.76,9.0,35.81,28.95,14.93
2019-11-26,10.7,9.01,35.91,28.55,14.97
2019-11-27,10.78,9.1,36.14,28.71,14.96
2019-11-29,10.81,9.06,36.0,28.12,14.75
2019-12-02,10.92,9.01,35.88,28.07,14.73
2019-12-03,10.64,8.89,35.53,28.1,14.75
2019-12-04,10.77,8.95,35.8,28.52,14.61
2019-12-05,10.81,8.93,35.31,28.67,14.78
2019-12-06,10.92,9.02,35.54,29.01,14.63
2019-12-09,10.91,9.01,35.38,28.75,14.51
2019-12-10,10.95,9.07,35.11,28.76,14.41
2019-12-11,10.81,9.11,35.24,28.86,14.33
2019-12-12,11.08,9.32,36.1,28.96,14.7
2019-12-13,10.88,9.23,35.65,29.22,14.84
2019-12-16,11.04,9.39,36.11,29.35,15.1
2019-12-17,11.01,9.39,36.31,29.18,15.33
2019-12-18,11.1,9.54,37.31,29.07,15.19
2019-12-19,11.1,9.41,37.26,28.96,15.14
2019-12-20,11.08,9.48,37.25,28.91,14.96
2019-12-23,11.07,9.44,36.77,28.82,14.98
2019-12-24,11.11,9.47,36.58,28.66,14.79
2019-12-26,11.01,9.45,36.48,28.76,14.84
2019-12-27,10.98,9.36,36.56,28.58,14.87
2019-12-30,11.02,9.25,36.44,28.27,14.69
2019-12-31,11.07,9.3,36.6,28.31,14.69
2020-01-02,10.93,9.42,37.38,28.64,15.08
2020-01-03,10.72,9.21,36.32,28.13,14.49
2020-01-06,10.79,9.16,35.84,28.05,14.45
2020-01-07,10.82,9.25,35.15,28.21,14.19
2020-01-08,10.89,9.25,34.65,28.13,14.25
2020-01-09,10.88,9.26,35.08,28.03,14.25
2020-01-10,10.81,9.25,34.65,27.72,14.15
2020-01-13,10.86,9.24,34.98,28.04,14.24
2020-01-14,10.8,9.29,35.15,27.88,14.06
2020-01-15,10.72,9.19,35.15,27.61,13.81
2020-01-16,10.78,9.17,35.55,27.64,13.89
2020-01-17,10.82,9.16,35.6,27.78,13.75
2020-01-21,10.7,9.21,34.99,27.59,13.65
2020-01-22,10.68,9.16,34.91,27.44,13.46
2020-01-23,10.59,9.14,34.88,27.41,13.42
2020-01-24,10.48,9.0,34.31,26.89,13.35
2020-01-27,10.27,8.89,33.41,26.46,13.07
2020-01-28,10.39,8.97,33.64,26.49,13.28
2020-01-29,10.24,8.86,33.6,26.55,13.24
2020-01-30,10.2032,8.84,33.33,26.41,13.26
2020-01-31,10.07,8.82,33.39,25.6,13.02
2020-02-03,10.09,8.98,33.72,25.89,12.88
2020-02-04,10.25,9.18,34.37,26.07,13.21
2020-02-05,10.385,8.31,35.03,26.31,13.62
2020-02-06,10.36,8.25,34.33,26.55,13.68
2020-02-07,10.23,8.11,33.63,26.49,13.19
2020-02-10,10.17,8.06,34.25,26.72,13.13
2020-02-11,10.24,8.1,35.01,26.92,13.32
2020-02-12,10.32,8.24,35.49,27.16,13.65
2020-02-13,10.3,8.25,35.29,27.08,13.44
2020-02-14,10.25,8.1,34.76,26.78,13.27
2020-02-18,10.17,8.06,34.41,27.05,13.17
2020-02-19,10.17,8.0,34.92,27.08,13.21
2020-02-20,10.09,8.03,35.29,27.33,13.3
2020-02-21,9.97,7.89,34.65,27.05,13.1
2020-02-24,9.74,7.57,33.09,26.04,12.21
2020-02-25,9.67,7.23,31.75,25.86,11.96
2020-02-26,9.67,7.21,32.0,26.34,12.5
2020-02-27,9.57,6.97,30.71,25.92,12.36
2020-02-28,9.23,6.96,30.5,25.66,12.44
2020-03-02,9.24,7.2,31.42,25.95,12.34
2020-03-03,8.95,6.97,30.52,25.58,12.0
2020-03-04,8.99,7.08,31.53,25.98,12.38
2020-03-05,8.76,6.74,30.1,25.78,11.91
2020-03-06,8.52,6.49,28.69,25.07,11.83
2020-03-09,8.23,5.9,24.69,23.3,10.54
2020-03-10,8.7,6.26,27.12,24.27,11.0
2020-03-11,8.82,5.9,26.0,23.56,10.6
2020-03-12,8.83,5.35,23.04,21.45,8.99
2020-03-13,9.07,5.63,24.71,21.98,10.03
2020-03-16,8.42,5.01,21.0,20.26,7.86
2020-03-17,8.98,5.01,20.32,21.28,7.61
2020-03-18,9.2,4.5,16.8,20.97,6.91
2020-03-19,9.28,4.47,17.71,21.14,6.47
2020-03-20,8.65,4.33,18.14,20.74,6.35
2020-03-23,8.33,4.01,17.6,19.86,6.35
2020-03-24,8.55,4.95,21.11,21.74,7.01
2020-03-25,8.42,5.39,21.49,22.78,7.43
2020-03-26,8.36,5.25,22.56,23.68,7.73
2020-03-27,8.12,5.19,21.38,23.09,7.12
2020-03-30,8.13,5.03,21.32,23.41,6.97
2020-03-31,8.08,4.83,20.78,22.46,7.19
2020-04-01,8.02,4.4,19.26,21.08,6.82
2020-04-02,8.0,4.36,18.19,20.88,6.81
2020-04-03,7.99,4.24,18.04,19.86,6.71
2020-04-06,8.11,4.53,19.55,21.48,7.25
2020-04-07,8.16,4.71,21.3,21.7,7.62
2020-04-08,8.2276,5.03,23.13,22.13,7.86
2020-04-09,8.2,5.37,24.06,22.33,8.21
2020-04-13,8.21,5.16,23.01,21.91,8.05
2020-04-14,8.18,5.29,22.98,22.04,8.35
2020-04-15,7.95,5.03,21.66,21.41,7.73
2020-04-16,7.94,4.94,20.87,21.01,7.68
2020-04-17,7.99,5.12,22.48,22.63,8.05
2020-04-20,7.92,4.98,22.38,22.33,7.94
2020-04-21,7.88,4.77,21.24,21.78,7.73
2020-04-22,7.93,4.77,21.3,21.86,7.81
2020-04-23,7.93,4.89,21.52,22.48,7.94
2020-04-24,7.92,4.87,21.95,22.73,8.0
2020-04-27,8.04,5.17,22.45,23.57,8.38
2020-04-28,7.94,5.38,22.18,23.33,8.48
2020-04-29,7.95,5.26,23.78,23.89,8.93
2020-04-30,8.0,5.09,22.29,24.05,8.61
2020-05-01,7.97,4.92,20.9,22.94,8.44
2020-05-04,7.98,4.86,20.75,22.71,8.3
2020-05-05,7.99,4.97,21.26,22.87,8.23
2020-05-06,8.08,4.87,21.89,22.85,8.15
2020-05-07,7.93,4.87,22.44,22.79,8.19
2020-05-08,8.01,5.24,23.93,23.97,8.49
2020-05-11,8.09,5.12,22.8,23.98,8.31
2020-05-12,8.01,4.98,22.56,22.71,8.18
2020-05-13,7.94,4.72,21.46,23.05,7.89
2020-05-14,7.89,4.89,22.31,22.67,7.8
2020-05-15,7.94,4.9,22.63,22.94,7.82
2020-05-18,8.1,5.31,24.81,23.87,8.47
2020-05-19,8.01,5.3,24.69,23.7,8.0
2020-05-20,7.99,5.49,25.48,24.11,7.98
2020-05-21,8.0,5.63,25.8,23.73,8.05
2020-05-22,7.94,5.65,25.98,23.61,8.12
2020-05-26,7.98,5.84,27.4,25.99,8.62
2020-05-27,7.96,6.03,27.79,26.57,9.0
2020-05-28,7.99,5.85,26.68,26.86,8.97
2020-05-29,7.92,5.71,25.88,26.05,8.84
2020-06-01,7.93,5.87,26.94,26.37,9.22
2020-06-02,7.95,5.9,27.41,26.47,9.34
2020-06-03,8.11,6.19,29.07,27.0,9.83
2020-06-04,8.19,6.57,29.16,26.93,9.88
2020-06-05,8.32,7.34,30.61,27.98,10.4
2020-06-08,8.29,7.53,30.68,28.09,10.77
2020-06-09,8.21,7.24,29.86,27.8,10.18
2020-06-10,8.02,6.81,28.75,27.93,9.79
2020-06-11,7.92,6.13,26.5,25.79,8.81
2020-06-12,7.98,6.46,27.96,26.41,9.34
2020-06-15,8.0,6.5,27.77,26.33,9.41
2020-06-16,8.06,6.55,27.78,27.3,9.46
2020-06-17,8.0,6.33,27.16,27.22,9.33
2020-06-18,7.95,6.33,27.09,27.27,9.35
2020-06-19,7.94,6.23,26.59,26.75,9.27
2020-06-22,7.96,6.28,26.37,26.95,9.65
2020-06-23,7.98,6.15,26.25,26.99,10.19
2020-06-24,7.93,5.95,25.28,26.29,9.73
2020-06-25,7.93,6.03,25.23,26.25,9.99
2020-06-26,7.84,5.91,24.46,25.33,9.67
2020-06-29,7.835,6.01,25.3,25.58,9.92
2020-06-30,7.86,6.08,25.3,25.56,10.24
2020-07-01,7.9,5.98,24.96,25.37,9.9
2020-07-02,7.88,6.05,25.24,25.83,9.95
2020-07-06,7.9,6.19,25.73,26.15,10.24
2020-07-07,7.84,6.12,25.13,25.67,10.09
2020-07-08,7.89,6.09,24.94,25.37,9.98
2020-07-09,7.8,5.84,23.42,25.02,9.78
2020-07-10,7.85,6.1,24.39,25.28,10.11
2020-07-13,7.83,6.06,24.86,25.82,10.07
2020-07-14,7.83,6.36,25.64,25.95,10.28
2020-07-15,7.83,6.74,26.88,26.5,10.43
2020-07-16,7.81,6.86,26.85,26.44,10.5
2020-07-17,7.82,6.8,26.45,26.23,10.49
2020-07-20,7.81,6.66,26.01,26.22,10.53
2020-07-21,7.78,6.68,26.15,25.87,10.49
2020-07-22,7.7708,6.84,26.3,25.97,10.63
2020-07-23,7.7449,6.98,26.76,25.88,10.55
2020-07-24,7.7648,6.88,26.25,25.73,10.51
2020-07-27,7.79,6.93,25.7,26.12,10.72
2020-07-28,7.7342,7.01,26.33,25.81,10.86
2020-07-29,7.7109,6.92,25.89,25.8,10.93
2020-07-30,7.665,6.74,25.2,25.31,10.5
2020-07-31,7.6941,6.61,24.89,24.35,10.15
2020-08-03,7.685,6.69,25.64,25.08,10.57
2020-08-04,7.6025,6.86,25.8,25.96,11.05
2020-08-05,7.6642,6.96,26.33,25.61,11.15
2020-08-06,7.65,6.93,26.62,25.24,11.09
2020-08-07,7.6911,6.86,26.72,24.67,10.99
2020-08-10,7.705,7.09,27.98,24.88,11.23
2020-08-11,7.7811,7.23,28.52,25.59,11.52
2020-08-12,7.865,7.11,28.03,25.91,11.65
2020-08-13,7.9102,7.03,27.55,25.59,11.53
2020-08-14,7.8999,7.04,27.86,25.43,11.43
2020-08-17,7.855,6.98,30.01,25.74,11.48
2020-08-18,7.83,6.89,29.84,25.57,11.38
2020-08-19,7.8549,6.87,29.22,25.52,11.32
2020-08-20,7.7818,6.84,28.83,25.02,11.22
2020-08-21,7.7612,6.66,28.56,24.93,10.99
2020-08-24,7.79,6.98,30.31,25.17,11.31
2020-08-25,7.83,6.94,29.69,25.47,11.22
2020-08-26,7.845,6.82,29.48,25.72,11.29
2020-08-27,7.92,6.91,29.69,25.36,11.18
2020-08-28,7.91,6.94,30.02,25.71,11.21
2020-08-31,7.8719,6.82,29.63,25.58,11.03
2020-09-01,7.805,6.83,29.79,25.44,10.89
2020-09-02,7.7677,6.95,30.96,25.47,10.98
2020-09-03,7.74,6.82,29.48,25.29,10.88
2020-09-04,7.8676,6.9,30.0,26.01,11.29
2020-09-08,7.81,7.03,32.38,25.35,11.16
2020-09-09,7.8293,6.97,31.95,25.29,11.32
2020-09-10,7.7903,6.91,30.17,24.93,11.63
2020-09-11,7.7601,7.0,30.46,25.05,11.75
2020-09-14,7.7814,7.12,31.18,25.34,11.93
2020-09-15,7.775,7.04,31.58,25.54,12.81
2020-09-16,7.7999,7.02,31.79,24.97,12.65
2020-09-17,7.7907,7.28,31.92,24.93,12.7
2020-09-18,7.8005,7.23,31.5,24.72,12.26
2020-09-21,7.7552,6.87,30.0,24.22,11.83
2020-09-22,7.7552,6.78,29.44,24.37,12.0
2020-09-23,7.76,6.64,29.34,24.05,11.96
2020-09-24,7.75,6.66,29.11,23.34,12.13
2020-09-25,7.73,6.51,29.0,23.44,11.98
2020-09-28,7.735,6.69,29.44,23.66,12.37
2020-09-29,7.71,6.6,28.74,23.38,12.16
2020-09-30,7.7737,6.66,29.59,23.7,12.22
2020-10-01,7.755,6.75,30.38,23.7,12.23
2020-10-02,7.7729,6.89,30.46,24.12,12.2
2020-10-05,7.9274,7.02,30.96,24.42,12.41
2020-10-06,7.8721,6.98,30.4,24.48,12.33
2020-10-07,7.94,7.23,31.62,24.81,12.59
2020-10-08,7.9048,7.35,32.21,24.68,12.61
2020-10-09,7.9142,7.25,32.16,24.38,12.49
2020-10-12,7.89,7.67,32.21,24.21,12.51
2020-10-13,7.85,7.76,31.87,24.08,12.24
2020-10-14,7.8257,7.57,31.67,24.0,12.36
2020-10-15,7.8448,7.62,32.59,24.06,12.31
2020-10-16,7.8619,7.67,33.45,24.24,12.59
2020-10-19,7.97,7.59,33.35,24.42,12.51
2020-10-20,7.95,7.74,35.6,24.51,12.67
2020-10-21,7.98,7.85,35.77,24.81,12.71
2020-10-22,8.0651,8.21,37.41,24.61,13.02
2020-10-23,8.015,8.16,36.83,24.79,13.18
2020-10-26,7.95,8.03,35.82,24.46,13.26
2020-10-27,7.9185,7.92,34.89,24.12,12.91
2020-10-28,7.91,7.7,34.09,23.26,12.28
2020-10-29,7.99,7.9,34.89,23.81,12.41
2020-10-30,8.078,7.73,34.53,23.62,12.29
2020-11-02,8.0499,7.71,34.55,24.23,12.62
2020-11-03,8.0991,7.88,35.35,24.49,12.96
2020-11-04,7.8816,7.64,35.24,24.36,12.93
2020-11-05,7.8967,7.99,37.14,24.86,13.52
2020-11-06,7.99,7.79,37.47,26.36,13.34
2020-11-09,8.14,8.2,38.96,27.55,13.95
2020-11-10,8.2,8.38,41.08,28.06,14.38
2020-11-11,8.1723,8.33,40.56,28.36,14.46
2020-11-12,8.04,8.21,39.32,27.78,14.11
2020-11-13,8.0674,8.54,41.19,28.21,14.57
2020-11-16,8.085,8.8,42.13,29.48,14.89
2020-11-17,8.02,8.75,41.98,29.19,15.08
2020-11-18,8.03,8.82,42.72,28.58,14.87
2020-11-19,8.0002,8.82,42.82,28.45,15.44
2020-11-20,7.965,8.74,43.04,28.78,15.29
2020-11-23,8.0026,8.86,44.77,29.11,15.24
2020-11-24,8.0446,9.45,46.46,29.73,15.66
2020-11-25,8.0292,9.08,45.46,29.35,15.78
2020-11-27,7.975,9.09,45.06,28.75,15.82
2020-11-30,7.965,9.08,43.84,27.72,15.5
2020-12-01,8.0983,9.24,44.68,28.36,16.01
2020-12-02,8.135,9.2,44.58,29.13,15.97
2020-12-03,8.075,9.21,44.09,29.35,15.92
2020-12-04,8.1684,9.34,44.4,30.18,16.39
2020-12-07,8.0851,9.22,44.31,29.81,16.29
2020-12-08,8.08,9.25,43.8,29.68,16.19
2020-12-09,8.1015,9.45,44.43,29.97,16.56
2020-12-10,8.0482,9.12,42.87,29.56,16.72
2020-12-11,8.0,9.02,41.92,29.34,16.63
2020-12-14,8.0,8.91,41.62,29.24,16.77
2020-12-15,8.03,9.15,41.66,29.65,17.25
2020-12-16,8.0423,9.04,41.42,29.46,17.55
2020-12-17,8.055,9.08,42.03,29.32,17.68
2020-12-18,8.075,8.95,41.01,29.75,17.76
2020-12-21,8.06,8.93,41.21,29.0,17.54
2020-12-22,8.03,8.79,40.9,28.81,17.79
2020-12-23,8.085,8.99,42.45,28.69,17.82
2020-12-24,8.0448,8.86,41.58,28.56,17.68
2020-12-28,8.035,8.89,41.66,28.4,18.0
2020-12-29,8.0384,8.82,41.57,28.22,17.98
2020-12-30,8.025,8.86,41.84,28.16,18.12
2020-12-31,7.881,8.79,41.64,28.25,18.09
2021-01-04,7.98,8.52,40.51,27.76,18.19
2021-01-05,8.0357,8.65,41.66,27.6,18.44
2021-01-06,8.2189,8.84,42.98,28.24,17.96
2021-01-07,8.28,9.06,43.32,28.17,18.19
2021-01-08,8.37,9.0,43.06,28.18,17.72
2021-01-11,8.46,9.3,45.01,28.15,17.62
2021-01-12,8.455,9.78,47.82,28.0,17.88
2021-01-13,8.3717,9.78,48.73,28.03,17.82
2021-01-14,8.4,10.17,51.53,28.25,16.02
2021-01-15,8.37,9.83,49.97,27.4,15.23
2021-01-19,8.32,10.02,54.84,27.48,16.88
2021-01-20,8.4476,10.86,55.86,27.95,17.05
2021-01-21,8.315,11.53,55.08,28.25,16.76
2021-01-22,8.411,11.52,55.4,27.59,16.15
2021-01-25,8.1922,11.29,53.39,27.24,15.47
2021-01-26,8.17,11.19,52.04,27.38,15.61
2021-01-27,8.1464,10.79,49.34,26.82,15.0
2021-01-28,8.2274,10.72,51.04,26.95,15.5
2021-01-29,8.2736,10.53,50.68,26.48,15.23
2021-02-01,8.3,10.83,51.51,26.51,15.39
2021-02-02,8.3299,10.86,52.72,26.85,15.85
2021-02-03,8.36,11.2,54.25,27.65,15.79
2021-02-04,8.3717,11.37,54.13,27.81,15.75
2021-02-05,8.455,11.51,54.41,28.19,16.17
2021-02-08,8.44,11.56,56.88,28.76,16.49
2021-02-09,8.3649,11.93,56.06,29.64,16.35
2021-02-10,8.32,11.76,54.88,29.64,16.09
2021-02-11,8.3304,11.45,53.5,29.58,16.05
2021-02-12,8.4271,11.45,53.6,29.16,16.2
2021-02-16,8.6186,11.54,53.46,28.98,16.33
2021-02-17,8.5791,11.48,52.89,29.2,15.99
2021-02-18,8.589,11.43,52.16,28.7,16.12
2021-02-19,8.699,11.58,52.57,28.49,16.26
2021-02-22,8.731,11.7,51.98,27.89,15.93
2021-02-23,8.6971,11.62,51.11,28.04,16.19
2021-02-24,8.805,12.27,52.9,28.8,16.68
2021-02-25,9.13,11.76,50.6,28.21,16.32
2021-02-26,8.9,11.7,51.33,27.67,16.38
2021-03-01,8.9447,11.98,52.54,28.48,16.88
2021-03-02,8.8,12.55,54.11,28.4,17.0
2021-03-03,9.0,12.17,52.67,28.88,16.54
2021-03-04,9.1,11.93,51.83,28.6,16.29
2021-03-05,9.22,12.27,53.75,29.39,16.73
2021-03-08,9.285,12.65,54.98,29.48,17.11
2021-03-09,9.15,12.57,54.65,30.02,17.56
2021-03-10,9.1,12.91,56.83,29.98,18.07
2021-03-11,9.07,12.81,56.33,29.67,18.31
2021-03-12,9.2635,13.37,59.26,29.77,18.51
2021-03-15,9.26,13.2,57.94,30.54,17.84
2021-03-16,9.2722,12.49,57.12,30.57,17.5
2021-03-17,9.3,12.69,60.05,30.64,18.0
2021-03-18,9.4785,12.49,59.27,30.69,18.17
2021-03-19,9.47,12.83,59.82,31.85,17.65
2021-03-22,9.35,12.85,58.1,30.93,17.57
2021-03-23,9.2181,12.21,56.16,30.03,16.62
2021-03-24,9.1792,12.14,55.81,30.14,16.48
2021-03-25,9.19,12.32,56.6,30.25,17.14
2021-03-26,9.28,12.3,56.52,30.45,17.43
2021-03-29,9.41,12.15,55.94,30.24,17.34
2021-03-30,9.4283,12.46,58.51,30.33,17.88
2021-03-31,9.45,12.25,57.46,30.2,17.79
2021-04-01,9.38,12.17,57.8,30.07,17.91
2021-04-05,9.4524,12.7,61.04,30.43,18.32
2021-04-06,9.31,12.92,61.94,29.61,18.18
2021-04-07,9.33,12.73,60.83,29.92,18.18
2021-04-08,9.23,12.51,60.09,29.47,17.8
2021-04-09,9.284,12.51,60.16,29.68,17.75
2021-04-12,9.306,12.38,59.66,29.78,17.79
2021-04-13,9.21,12.2,58.49,29.91,18.09
2021-04-14,9.24,12.24,58.48,30.39,17.88
2021-04-15,9.0481,12.24,58.61,30.59,18.02
2021-04-16,9.12,12.23,58.71,30.67,18.35
2021-04-19,9.1189,12.11,57.88,30.68,17.82
2021-04-20,9.022,11.45,55.77,29.89,17.16
2021-04-21,9.0399,11.73,57.49,30.05,17.45
2021-04-22,9.0195,11.94,56.66,30.24,17.2
2021-04-23,9.0437,12.22,57.53,30.43,17.39
2021-04-26,9.065,12.27,58.21,30.52,17.32
2021-04-27,9.173,12.49,58.97,30.18,17.38
2021-04-28,9.165,12.43,58.55,30.4,17.45
2021-04-29,9.213,11.26,56.57,30.37,16.81
2021-04-30,9.1847,11.54,57.22,29.82,16.57
2021-05-03,9.11,11.63,57.15,30.1,16.93
2021-05-04,9.06,11.41,55.34,29.89,16.76
2021-05-05,9.03,11.61,57.58,30.28,17.94
2021-05-06,9.01,11.74,58.72,30.66,18.11
2021-05-07,9.02,11.82,58.99,30.93,18.29
2021-05-10,9.1,11.71,57.41,31.3,18.16
2021-05-11,9.12,11.58,55.73,30.52,17.95
2021-05-12,9.26,11.33,53.76,29.85,17.54
2021-05-13,9.15,11.55,54.6,30.51,17.79
2021-05-14,9.1,11.84,56.0,30.25,18.15
2021-05-17,9.13,12.15,56.04,29.9,18.4
2021-05-18,9.11,12.14,55.89,30.51,18.3
2021-05-19,9.2,12.11,55.53,30.36,18.07
2021-05-20,9.095,12.49,55.51,30.63,18.35
2021-05-21,9.095,13.33,56.72,30.98,18.69
2021-05-24,9.06,13.06,56.6,31.1,18.79
2021-05-25,8.99,12.81,56.76,30.38,18.82
2021-05-26,8.99,13.9,58.08,30.48,18.82
2021-05-27,9.0582,14.88,59.77,30.98,19.59
2021-05-28,9.05,14.53,59.31,31.26,19.57
2021-06-01,9.0,14.81,59.65,31.13,19.97
2021-06-02,9.001,14.91,59.65,32.31,20.04
2021-06-03,9.06,15.99,63.46,33.06,20.37
2021-06-04,8.95,15.97,63.37,33.2,20.92
2021-06-07,8.932,15.88,63.23,32.86,21.22
2021-06-08,8.882,15.63,63.92,32.87,21.26
2021-06-09,8.75,15.48,62.77,32.83,20.9
2021-06-10,8.68,15.11,61.34,32.74,20.53
2021-06-11,8.748,15.28,61.49,33.14,20.74
2021-06-14,8.82,14.87,60.79,32.61,20.49
2021-06-15,8.815,15.0,60.81,32.8,20.52
2021-06-16,8.97,15.02,61.76,32.8,20.41
2021-06-17,8.87,14.77,60.08,32.53,20.18
2021-06-18,8.7248,14.52,58.76,31.71,19.42
2021-06-21,8.8,14.78,59.3,31.7,20.27
2021-06-22,8.73,14.91,59.24,31.72,20.25
2021-06-23,8.82,15.42,60.12,31.64,20.2
2021-06-24,8.8,15.26,60.04,32.04,20.4
2021-06-25,8.8723,15.19,60.3,32.47,20.34
2021-06-28,8.8,14.96,58.64,32.7,20.16
2021-06-29,8.78,15.01,58.83,32.52,20.02
2021-06-30,8.7131,14.86,59.17,32.18,19.71
2021-07-01,8.76,14.91,59.11,32.27,19.84
2021-07-02,8.6346,14.93,58.96,32.33,19.76
2021-07-06,8.48,14.5,57.46,32.02,19.81
2021-07-07,8.43,14.23,56.59,32.07,19.61
2021-07-08,8.34,14.06,56.06,31.38,18.99
2021-07-09,8.5,14.48,58.76,32.04,19.61
2021-07-12,8.45,14.61,58.97,32.35,19.62
2021-07-13,8.5803,14.42,58.73,32.41,19.13
2021-07-14,8.47,14.25,58.0,32.54,19.2
2021-07-15,8.41,14.01,56.95,32.07,18.82
2021-07-16,8.3739,13.61,55.46,31.65,18.31
2021-07-19,8.15,13.28,54.18,31.07,17.85
2021-07-20,8.16,13.91,56.15,31.52,17.95
2021-07-21,8.32,14.19,57.05,31.67,18.49
2021-07-22,8.28,13.91,55.64,31.31,18.35
2021-07-23,8.32,13.82,54.94,31.44,18.52
2021-07-26,8.3099,14.03,55.77,31.49,18.8
2021-07-27,8.2035,13.79,55.0,31.28,18.63
2021-07-28,8.19,13.86,55.49,31.83,18.74
2021-07-29,8.27,14.39,57.28,32.36,19.47
2021-07-30,8.1851,13.95,56.84,32.1,19.17
2021-08-02,8.0808,13.91,57.03,32.53,19.28
2021-08-03,8.061,14.02,57.88,32.86,20.29
2021-08-04,8.075,13.32,52.72,33.15,20.57
2021-08-05,8.151,13.71,54.44,33.15,20.57
2021-08-06,8.31,13.8,55.05,33.29,21.09
2021-08-09,8.3492,13.75,53.95,33.26,21.12
2021-08-10,8.4,13.82,54.26,32.8,21.09
2021-08-11,8.365,13.93,54.27,33.12,21.32
2021-08-12,8.4,13.9,54.62,32.75,21.7
2021-08-13,8.26,13.59,53.65,32.54,21.82
2021-08-16,8.19,13.46,52.95,32.41,21.68
2021-08-17,8.2085,12.99,50.47,31.78,20.84
2021-08-18,8.22,13.0,50.84,31.56,20.87
2021-08-19,8.17,12.67,49.08,30.74,20.34
2021-08-20,8.2085,12.57,48.8,29.8,20.16
2021-08-23,8.1805,12.73,48.18,30.11,20.27
2021-08-24,8.2485,13.08,49.57,30.2,20.36
2021-08-25,8.34,13.17,49.7,30.1,20.34
2021-08-26,8.337,12.9,48.62,29.39,20.01
2021-08-27,8.26,13.31,49.8,29.85,20.29
2021-08-30,8.21,13.05,49.17,29.88,20.01
2021-08-31,8.25,13.03,49.01,30.26,20.02
2021-09-01,8.24,13.11,49.11,30.45,20.05
2021-09-02,8.22,13.01,48.95,30.46,20.22
2021-09-03,8.26,12.89,48.82,30.82,20.28
2021-09-07,8.35,12.95,48.72,31.13,19.88
2021-09-08,8.3,13.03,48.97,31.18,19.48
2021-09-09,8.22,12.76,48.42,30.91,19.72
2021-09-10,8.3,12.68,49.49,30.83,19.63
2021-09-13,8.26,12.99,50.82,31.02,19.97
2021-09-14,8.18,12.86,50.74,30.95,20.04
2021-09-15,8.24,13.22,51.82,31.16,20.76
2021-09-16,8.28,13.4,51.52,31.2,20.6
2021-09-17,8.36,13.55,51.33,30.98,19.78
2021-09-20,8.23,12.82,49.37,30.4,18.88
2021-09-21,8.2547,12.77,49.37,30.55,18.77
2021-09-22,8.23,13.23,50.78,30.52,19.31
2021-09-23,8.44,13.71,51.92,30.8,19.75
2021-09-24,8.52,13.78,52.23,30.95,19.72
2021-09-27,8.58,14.16,53.24,31.47,19.74
2021-09-28,8.68,14.31,52.85,31.2,19.05
2021-09-29,8.65,14.3,52.93,31.6,19.27
2021-09-30,8.55,14.16,52.71,30.67,19.1
2021-10-01,8.5131,14.16,53.13,30.68,19.06
2021-10-04,8.56,14.35,53.98,30.37,18.78
2021-10-05,8.63,14.29,54.34,30.56,19.1
2021-10-06,8.63,14.12,53.93,29.82,18.55
2021-10-07,8.71,14.89,56.44,30.22,19.07
2021-10-08,8.77,15.12,58.57,30.35,19.29
2021-10-11,8.86,15.09,58.09,30.42,19.21
2021-10-12,8.75,15.64,58.96,30.16,19.38
2021-10-13,8.66,15.51,57.77,30.06,19.59
2021-10-14,8.61,15.45,57.69,30.26,19.83
2021-10-15,8.736,15.7,58.0,30.79,19.98
2021-10-18,8.76,15.56,56.89,30.71,19.58
2021-10-19,8.86,15.42,56.85,30.57,19.48
2021-10-20,8.88,16.04,57.67,30.46,19.58
2021-10-21,8.95,16.55,58.41,29.92,19.67
2021-10-22,8.87,16.28,57.77,29.92,19.56
2021-10-25,8.8433,16.0,57.76,30.0,20.36
2021-10-26,8.815,15.94,57.37,29.56,20.29
2021-10-27,8.66,15.51,54.26,29.19,20.26
2021-10-28,8.7257,16.86,54.24,29.7,20.04
2021-10-29,8.71,17.08,54.43,29.58,19.94
2021-11-01,8.71,17.95,55.49,30.41,20.28
2021-11-02,8.6501,18.01,55.59,30.27,20.3
2021-11-03,8.73,18.63,56.0,30.28,20.49
2021-11-04,8.6,19.42,58.64,30.74,20.37
2021-11-05,8.45,19.29,58.52,29.7,20.43
2021-11-08,8.56,20.15,59.6,29.55,20.32
2021-11-09,8.43,20.12,58.62,29.35,20.24
2021-11-10,8.65,19.36,59.27,28.7,20.5
2021-11-11,8.75,19.55,61.82,28.65,20.49
2021-11-12,8.68,19.5,63.4,29.1,20.47
2021-11-15,8.7797,19.86,62.97,29.23,20.49
2021-11-16,8.79,19.79,62.61,28.83,20.45
2021-11-17,8.72,19.96,64.61,28.37,20.29
2021-11-18,8.695,19.56,62.33,28.13,20.4
2021-11-19,8.62,19.39,61.8,28.98,19.65
